org_code,sub_icb_name,region_name,risk_tier,specialty,referrals,bookings,appointment_slot_issues,positive_demand_gap,avg_monthly_absorption,absorption_volatility,avg_asi_rate,max_asi_rate,asi_persistence,active_months,booking_absorption_rate,absorption_weakness,asi_rate_per_10000,latest_3m_absorption,previous_3m_absorption,absorption_trend_3m,cluster_id,cluster_label
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Cardiology,4559,568,131,3991,0.12339883639795847,0.025808285194188388,288.89212694108045,508.4745762711865,0.08333333333333333,12,0.1245887255977188,0.8754112744022812,287.34371572713314,0.1396700839579504,0.12722917881348303,0.012440905144467385,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Children's & Adolescent Services,5222,189,78,5033,0.035727734144748065,0.01301467593313378,144.713069111273,245.6140350877193,0.0,12,0.036193029490616625,0.9638069705093834,149.3680582152432,0.04840954568722264,0.03941707145992284,0.008992474227299797,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Community Healthcare,1599,0,0,1599,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Dermatology,8474,1808,601,6666,0.21289026273549203,0.12888300829865024,717.9017394370925,2036.4238410596029,0.5,12,0.21335850837856973,0.7866414916214303,709.2282275194713,0.3579860166400504,0.21410318302041184,0.14388283361963858,2,Emerging deterioration
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Diagnostic Imaging,39077,0,0,39077,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Diagnostic Physiological Measurement,3339,955,104,2384,0.2912161724255413,0.049649630032234604,322.24541243433595,689.6551724137931,0.25,12,0.2860137765798143,0.7139862234201857,311.4705001497455,0.27408522002000746,0.2555402062707732,0.018545013749234285,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Dietetics,1427,0,0,1427,0.0,0.0,0.0,0.0,0.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,"Ear, Nose & Throat",3851,169,52,3682,0.04452927707599801,0.015807034346658828,133.99667070672962,350.8771929824561,0.0,12,0.04388470527135809,0.9561152947286419,135.02986237340951,0.02592676321676675,0.05387734930146054,-0.027950586084693793,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Endocrinology and Metabolic Medicine,1456,42,12,1414,0.031621004941643195,0.05323142656043504,94.43801997230852,412.37113402061857,0.0,11,0.028846153846153848,0.9711538461538461,82.41758241758242,0.0,0.0,0.0,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,GI and Liver (Medicine and Surgery),5116,275,172,4841,0.05363987657582813,0.010410645955834434,336.8189335399209,533.3333333333334,0.08333333333333333,12,0.0537529319781079,0.9462470680218921,336.20015637216574,0.06171757149160817,0.05543143255201702,0.0062861389395911516,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Gynaecology,4943,35,32,4908,0.007217818701218289,0.005431181662422435,62.95666494396564,102.82776349614394,0.0,12,0.007080720210398544,0.9929192797896015,64.73801335221525,0.012051232845540627,0.007986013569504772,0.004065219276035856,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Mental Health - Adults of all ages,4694,0,42,4694,0.0,0.0,88.08120787473922,262.3906705539359,0.0,12,0.0,1.0,89.47592671495526,0.0,0.0,0.0,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Neurology,2711,239,161,2472,0.08813820054386713,0.018994124949580967,592.2509574759584,1075.6972111553785,0.8333333333333334,12,0.08815935079306529,0.9118406492069348,593.8767982294356,0.07164995744380216,0.10436476814266839,-0.032714810698866226,3,True no-slot bottleneck
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Ophthalmology,1022,69,91,953,0.06810063890315937,0.03557182744725702,823.9495179182161,3581.0810810810813,0.2222222222222222,9,0.0675146771037182,0.9324853228962818,890.4109589041095,0.05457482993197279,0.12203947368421053,-0.06746464375223774,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Pain Management,2204,144,140,2060,0.06411059390571522,0.02210490207177158,623.7102520989363,1200.0,0.5454545454545454,11,0.06533575317604355,0.9346642468239564,635.2087114337568,0.08365105713786476,0.05085470085470086,0.0327963562831639,3,True no-slot bottleneck
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Physiotherapy,2578,0,0,2578,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Podiatry,1414,0,0,1414,0.0,0.0,0.0,0.0,0.0,10,0.0,1.0,0.0,0.0030303030303030303,0.0,0.0030303030303030303,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Respiratory Medicine,1619,0,2,1619,0.0,0.0,19.02490274583298,116.27906976744185,0.0,9,0.0,1.0,12.353304508956146,0.002506265664160401,0.0,0.002506265664160401,0,High-volume conversion deficit
02Y,NHS Humber and North Yorkshire ICB - 02Y,North East and Yorkshire,Review,Urology,3596,342,633,3254,0.09510145675526045,0.04100285272401374,1746.2814106758578,2420.3821656050955,1.0,12,0.09510567296996662,0.9048943270300334,1760.289210233593,0.12881397653315974,0.06111652991085615,0.06769744662230359,3,True no-slot bottleneck
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Monitor,2WW,10615,10565,3042,136,0.9941888374033727,0.026161606861775658,2876.2403596494787,4152.626362735382,1.0,11,0.9952896844088553,0.004710315591144654,2865.756005652379,0.9325927696334765,1.0079788278905981,-0.07538605825712164,1,Volatile access pattern
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Monitor,Diagnostic Physiological Measurement,2453,1151,61,1302,0.46997780627842745,0.043086573115739706,243.2965894465809,350.8771929824561,0.0,12,0.46922136159804323,0.5307786384019568,248.67509172441908,0.46310095399569745,0.4635675757785703,-0.0004666217828728225,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Monitor,Orthopaedics,9370,5936,89,3434,0.635929207500188,0.036796625532891696,94.06020820497174,158.10276679841897,0.0,12,0.6335112059765208,0.3664887940234792,94.98399146211314,0.6527109915815226,0.6466632018496647,0.006047789731857822,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Monitor,Surgery - Not Otherwise Specified,1144,463,10,681,0.41108197056014645,0.08319899557930611,101.82163700233595,704.2253521126761,0.08333333333333333,12,0.40472027972027974,0.5952797202797202,87.41258741258741,0.3513780337309749,0.4838712557475113,-0.13249322201653635,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Cardiology,5619,586,74,5033,0.10336577827603048,0.024746776358334277,128.1908560842414,219.12350597609563,0.0,12,0.10428901939846948,0.8957109806015305,131.69603132229935,0.09655710899844984,0.11086775055113281,-0.014310641552682968,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Children's & Adolescent Services,7162,1752,23,5410,0.2405099331441834,0.039224991642992715,31.409589209547526,65.10416666666667,0.0,11,0.2446244065903379,0.7553755934096621,32.11393465512427,0.24589547106788487,0.20678018078838875,0.03911529027949612,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Community Healthcare,4424,0,0,4424,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Dermatology,5152,209,39,4943,0.040970167728381156,0.008900538954237203,80.37970048456314,556.792873051225,0.08333333333333333,12,0.0405667701863354,0.9594332298136646,75.69875776397517,0.040924125092647735,0.046758120990670005,-0.005833995898022269,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Diabetic Medicine,1450,0,0,1450,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Diagnostic Imaging,49568,0,0,49568,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,"Ear, Nose & Throat",2474,252,111,2222,0.10354194918423469,0.029029572735747213,435.8764259571795,1119.402985074627,0.5,8,0.10185933710590138,0.8981406628940987,448.6661277283751,0.07280678803451644,0.1399736679976196,-0.06716687996310315,3,True no-slot bottleneck
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Endocrinology and Metabolic Medicine,1466,0,0,1466,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,GI and Liver (Medicine and Surgery),4873,103,4,4770,0.021195539870158823,0.008684573635130031,7.779579575297594,28.571428571428573,0.0,12,0.02113687666735071,0.9788631233326492,8.208495793145905,0.030671413707894394,0.018203894748934017,0.012467518958960377,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,General Medicine,1016,0,0,1016,0.0,0.0,0.0,0.0,0.0,8,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Gynaecology,5685,79,12,5606,0.01378157747980568,0.006342995767472983,21.27442743341847,44.24778761061947,0.0,12,0.013896218117854001,0.986103781882146,21.108179419525065,0.02215247396513696,0.012411441184290264,0.009741032780846695,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Mental Health - Adults of all ages,6493,0,64,6493,0.0,0.0,101.84564775034409,292.88702928870293,0.0,12,0.0,1.0,98.56768827968581,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Neurology,2580,123,131,2457,0.048699446148721466,0.01732969758821808,507.48313074626054,689.6551724137931,0.5,12,0.047674418604651166,0.9523255813953488,507.7519379844961,0.05690071991699025,0.0473155266756721,0.009585193241318152,3,True no-slot bottleneck
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Orthotics and Prosthetics,1214,0,5,1214,0.0,0.0,34.668502002184205,162.60162601626018,0.0,12,0.0,1.0,41.18616144975288,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Pain Management,2896,146,101,2750,0.04935400699059513,0.018452328333602212,375.0780517353803,729.6137339055795,0.4166666666666667,12,0.05041436464088398,0.949585635359116,348.7569060773481,0.027847014476935727,0.05934277311941657,-0.031495758642480845,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Physiotherapy,5020,0,0,5020,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Podiatry,1326,0,0,1326,0.0,0.0,0.0,0.0,0.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Respiratory Medicine,1036,0,0,1036,0.0,0.0,0.0,0.0,0.0,11,0.0,1.0,0.0,0.004219409282700422,0.0,0.004219409282700422,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Rheumatology,1423,0,1,1423,0.0,0.0,6.784260515603799,74.6268656716418,0.0,11,0.0,1.0,7.027406886858749,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Surgery - Plastic,1236,0,1,1236,0.0,0.0,7.309941520467835,87.71929824561403,0.0,12,0.0,1.0,8.090614886731393,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Surgery - Vascular,1513,0,1,1513,0.0,0.0,5.020080321285141,60.24096385542169,0.0,12,0.0,1.0,6.609385327164573,0.0,0.0,0.0,0,High-volume conversion deficit
03F,NHS Humber and North Yorkshire ICB - 03F,North East and Yorkshire,Review,Urology,2583,279,12,2304,0.11108804215436899,0.04917239496250082,49.933231998066994,112.78195488721803,0.0,10,0.10801393728222997,0.89198606271777,46.45760743321719,0.1312382783848254,0.08044301640333257,0.05079526198149284,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Monitor,Dermatology,1784,1734,0,197,0.9869206641706342,0.2413771214230995,0.0,0.0,0.0,12,0.9719730941704036,0.028026905829596438,0.0,0.8803640636596025,1.0904337141896079,-0.21006965053000537,1,Volatile access pattern
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Monitor,Urology,1068,169,2,899,0.1569568979069151,0.03962111911075976,20.408163265306122,142.85714285714286,0.0,7,0.15823970037453183,0.8417602996254682,18.726591760299627,0.09763108837507856,0.14187026812576453,-0.044239179750685975,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,2WW,6376,2577,523,3799,0.4043122336378508,0.03987246574212752,805.0202285900165,1384.6153846153848,1.0,12,0.4041718946047679,0.5958281053952321,820.2634880803012,0.4113722212588029,0.38480674267369785,0.02656547858510505,2,Emerging deterioration
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Cardiology,1030,6,13,1024,0.00610021285130978,0.010162181123950613,131.79200342661508,329.6703296703297,0.0,12,0.005825242718446602,0.9941747572815534,126.2135922330097,0.00966183574879227,0.0,0.00966183574879227,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Children's & Adolescent Services,3093,11,334,3082,0.003535512195195014,0.003667756026432663,1104.5212441159908,1683.1683168316833,1.0,12,0.003556417717426447,0.9964435822825736,1079.857743291303,0.005806759395918124,0.003056634777401791,0.002750124618516333,3,True no-slot bottleneck
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Diagnostic Physiological Measurement,1281,0,1,1281,0.0,0.0,7.374631268436578,88.49557522123894,0.0,12,0.0,1.0,7.8064012490242,0.0,0.0,0.0,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,"Ear, Nose & Throat",2167,16,17,2151,0.007733024839681559,0.008139729504378255,76.55719204762535,184.33179723502303,0.0,11,0.007383479464697739,0.9926165205353022,78.44946931241348,0.00532814281782077,0.019097222222222224,-0.013769079404401453,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,GI and Liver (Medicine and Surgery),3161,1008,262,2153,0.3202564774183007,0.0327977410943658,838.6634035152421,1244.2396313364056,1.0,11,0.31888642834546027,0.6811135716545398,828.8516292312559,0.32276014616440146,0.3292493687807299,-0.006489222616328449,3,True no-slot bottleneck
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Gynaecology,2339,530,30,1809,0.22734616152759518,0.02193252775499968,126.88434650032555,213.67521367521368,0.0,10,0.22659256092347158,0.7734074390765284,128.25994014536127,0.23446757344606808,0.24338065368108286,-0.008913080235014775,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Neurology,1018,22,40,996,0.02382143316834952,0.032851008088035906,407.1477470627526,1159.4202898550725,0.16666666666666666,12,0.021611001964636542,0.9783889980353635,392.9273084479371,0.009950248756218905,0.027926675931440673,-0.017976427175221767,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Neurosurgery,1140,79,49,1061,0.06763510596749191,0.022133523228013183,424.4020982357277,731.7073170731707,0.36363636363636365,11,0.06929824561403508,0.9307017543859649,429.82456140350877,0.049089096477804815,0.062339724404735654,-0.013250627926930839,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Orthopaedics,5174,2439,139,2735,0.47448766189096403,0.04502025110262955,286.77470938320323,666.6666666666666,0.1111111111111111,9,0.47139543873212214,0.5286045612678778,268.65094704290686,0.5514446416474259,0.5091180941562196,0.042326547491206346,0,High-volume conversion deficit
03H,NHS Humber and North Yorkshire ICB - 03H,North East and Yorkshire,Review,Pain Management,1528,190,167,1338,0.12357441447060237,0.04290657274295744,1092.7993557706036,2264.1509433962265,0.9090909090909091,11,0.1243455497382199,0.8756544502617801,1092.931937172775,0.09460276704215348,0.1410719424037959,-0.04646917536164241,3,True no-slot bottleneck
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Monitor,Dermatology,2398,2289,3,363,0.9748376220515361,0.30520963055657535,11.94234785325506,85.83690987124463,0.0,12,0.9545454545454546,0.045454545454545414,12.51042535446205,0.8561162416915465,1.1845372386041295,-0.328420996912583,1,Volatile access pattern
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,2WW,7874,3626,912,4248,0.458074261236918,0.03645936295271021,1156.429634691179,1432.8808446455505,1.0,12,0.460502921005842,0.539497078994158,1158.242316484633,0.46410034142628515,0.4107484986456949,0.05335184278059024,2,Emerging deterioration
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Cardiology,1739,17,45,1722,0.010148183783857857,0.011088097421072822,259.5760056444179,571.4285714285714,0.09090909090909091,11,0.0097757331799885,0.9902242668200115,258.7694077055779,0.00408997955010225,0.011820330969267141,-0.007730351419164891,0,High-volume conversion deficit
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Children's & Adolescent Services,3109,41,362,3068,0.013114809158593898,0.006450779199807612,1162.8275384237984,1626.2975778546713,1.0,12,0.013187520102926986,0.986812479897073,1164.3615310389193,0.014899744780660059,0.017214598965956052,-0.0023148541852959937,3,True no-slot bottleneck
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Diagnostic Imaging,3079,0,0,3079,0.0,0.0,0.0,0.0,0.0,8,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,"Ear, Nose & Throat",2744,26,88,2718,0.009845174109324499,0.013591012491822499,323.4600135018902,509.0909090909091,0.08333333333333333,12,0.009475218658892129,0.9905247813411079,320.6997084548105,0.003297682709447415,0.0016666666666666668,0.0016310160427807482,0,High-volume conversion deficit
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,GI and Liver (Medicine and Surgery),3494,833,490,2661,0.23877114801230523,0.060969628155914224,1403.8488343935994,1814.3459915611816,1.0,12,0.23840870062965083,0.7615912993703492,1402.4041213508872,0.3111192857709886,0.23760725951928233,0.07351202625170625,3,True no-slot bottleneck
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Gynaecology,2660,75,80,2585,0.02842971112744064,0.011832149248003824,304.57161047715783,474.13793103448273,0.0,12,0.02819548872180451,0.9718045112781954,300.7518796992481,0.026962715334808356,0.016924945265462506,0.01003777006934585,0,High-volume conversion deficit
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Neurology,1173,21,73,1152,0.017444492664072678,0.021012962363030168,625.9916992216158,1098.901098901099,0.6666666666666666,12,0.017902813299232736,0.9820971867007673,622.3358908780904,0.01937984496124031,0.02155614112135851,-0.002176296160118201,3,True no-slot bottleneck
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Neurosurgery,1235,56,26,1179,0.04640589424839057,0.01946840824429369,211.63829849864928,467.2897196261682,0.0,12,0.045344129554655874,0.9546558704453442,210.52631578947367,0.06654077631844785,0.03294646273003381,0.03359431358841404,0,High-volume conversion deficit
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Orthopaedics,4736,1298,174,3438,0.27810836678414935,0.06031842137681986,386.32239473806743,746.2686567164178,0.3333333333333333,12,0.27407094594594594,0.7259290540540541,367.39864864864865,0.37095050790415446,0.2687453461205836,0.10220516178357086,0,High-volume conversion deficit
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Pain Management,1307,151,115,1156,0.11692230897179585,0.02568359340196339,899.6979538685092,1473.6842105263156,0.75,12,0.11553175210405509,0.8844682478959449,879.8775822494262,0.10924929747089522,0.10268222101645867,0.006567076454436549,3,True no-slot bottleneck
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Physiotherapy,4155,0,10,4155,0.0,0.0,27.144408251900106,325.7328990228013,0.0,12,0.0,1.0,24.067388688327316,0.0,0.0,0.0,0,High-volume conversion deficit
03K,NHS Humber and North Yorkshire ICB - 03K,North East and Yorkshire,Review,Urology,1608,43,42,1565,0.02718702688337452,0.017102671540152173,264.726261262548,504.20168067226894,0.08333333333333333,12,0.026741293532338308,0.9732587064676617,261.19402985074623,0.02767568771578127,0.035321445651431305,-0.007645757935650036,0,High-volume conversion deficit
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Monitor,2WW,11291,10874,88,423,0.962967077021955,0.017110389616485366,75.53864114049291,124.17218543046357,0.0,12,0.9630679302099017,0.03693206979009833,77.93818085200601,0.9776531733700305,0.9546605675210783,0.02299260584895224,1,Volatile access pattern
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Monitor,GI and Liver (Medicine and Surgery),2721,2702,516,599,1.0009642793161277,0.5330869491315896,1945.1699809150725,6966.292134831461,0.42857142857142855,7,0.9930172730613744,0.006982726938625561,1896.3616317530318,0.6106794865415556,0.7628008076987669,-0.15212132115721133,1,Volatile access pattern
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Monitor,Ophthalmology,2115,1890,196,225,0.8949887609287442,0.029663224155255186,915.4355532436576,1122.4489795918366,1.0,12,0.8936170212765957,0.1063829787234043,926.7139479905437,0.8933685747276345,0.9018549280177187,-0.008486353290084181,1,Volatile access pattern
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Monitor,Surgery - Not Otherwise Specified,1367,1099,308,487,0.7766816877059862,0.5286563962552414,2042.5466163969822,9133.333333333334,0.36363636363636365,11,0.8039502560351134,0.1960497439648866,2253.1089978054133,0.5129633671819427,0.46234030399556286,0.050623063186379824,1,Volatile access pattern
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Cardiology,2557,260,43,2297,0.0961132041278927,0.05023079076952814,161.7514266049607,304.34782608695656,0.0,11,0.10168165819319515,0.8983183418068048,168.16581931951507,0.1431145868752125,0.05217117980069691,0.09094340707451559,0,High-volume conversion deficit
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Children's & Adolescent Services,5952,2204,2962,3748,0.3594358408706693,0.14829774068397575,5001.368171188816,5562.310030395137,1.0,12,0.3702956989247312,0.6297043010752688,4976.478494623656,0.31954718415625166,0.3197710718223215,-0.00022388766606984412,2,Emerging deterioration
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Dermatology,1075,64,21,1011,0.06421514486672301,0.043987719884254144,194.99774273911703,434.7826086956522,0.0,7,0.059534883720930236,0.9404651162790698,195.3488372093023,0.028000072647855413,0.10641089711554479,-0.07841082446768938,0,High-volume conversion deficit
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Diagnostic Endoscopy,1386,53,353,1333,0.038935604818593,0.01765267926836912,2487.445495568613,4516.129032258064,1.0,11,0.03823953823953824,0.9617604617604618,2546.897546897547,0.014685314685314685,0.0416906028308879,-0.027005288145573215,3,True no-slot bottleneck
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,"Ear, Nose & Throat",3749,169,173,3580,0.046117181813314485,0.017217985609634282,462.2071964050203,807.6923076923077,0.4166666666666667,12,0.045078687650040014,0.95492131234996,461.45638837023205,0.027988831801752656,0.06193149353199071,-0.033942661730238056,0,High-volume conversion deficit
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Gynaecology,4342,406,135,3936,0.09591962578891039,0.028220636181349526,308.7804846757579,628.1407035175879,0.08333333333333333,12,0.09350529709811146,0.9064947029018885,310.9166282818977,0.08513610807749868,0.09570909465258053,-0.01057298657508185,0,High-volume conversion deficit
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Neurology,1505,12,518,1493,0.007627087891939471,0.006424406243919257,3536.959072242039,5352.1126760563375,1.0,10,0.007973421926910298,0.9920265780730897,3441.860465116279,0.0,0.005190031907589159,-0.005190031907589159,3,True no-slot bottleneck
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Orthopaedics,11268,5351,2971,5917,0.4678117942011985,0.169109993276144,2643.793389125453,3921.389396709324,1.0,12,0.4748846290379837,0.5251153709620163,2636.6702165424213,0.5934996405057099,0.30423777634813093,0.289261864157579,2,Emerging deterioration
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Physiotherapy,7722,0,7,7722,0.0,0.0,8.450390231819508,39.0625,0.0,12,0.0,1.0,9.065009065009065,0.0,0.0,0.0,0,High-volume conversion deficit
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Rheumatology,1427,54,30,1373,0.03804665138734062,0.01975770066215261,202.87746573732184,496.4539007092199,0.0,11,0.0378416257883672,0.9621583742116327,210.23125437981778,0.032679984983460864,0.04541766293127455,-0.012737677947813685,0,High-volume conversion deficit
03L,NHS South Yorkshire ICB - 03L,North East and Yorkshire,Review,Urology,2251,44,45,2207,0.01869106322569068,0.012560744036258141,199.24610046791483,324.67532467532465,0.0,12,0.019546868058640605,0.9804531319413594,199.91115059973345,0.030663380883383846,0.0172176082215517,0.013445772661832146,0,High-volume conversion deficit
03N,NHS South Yorkshire ICB - 03N,North East and Yorkshire,High Risk,Children's & Adolescent Services,16815,210,9487,16605,0.012176635675251358,0.008462468528918875,5648.032571937946,6070.569366479551,1.0,12,0.012488849241748439,0.9875111507582516,5641.9863217365455,0.002243578920796203,0.009909810440449059,-0.007666231519652856,2,Emerging deterioration
03N,NHS South Yorkshire ICB - 03N,North East and Yorkshire,High Risk,Neurology,2146,27,985,2119,0.012743383239704323,0.009377150822278746,4595.763351454853,5508.474576271186,1.0,6,0.012581547064305684,0.9874184529356943,4589.9347623485555,0.008917072735121595,0.010094161958568737,-0.001177089223447142,3,True no-slot bottleneck
03N,NHS South Yorkshire ICB - 03N,North East and Yorkshire,High Risk,Ophthalmology,1806,122,1646,1684,0.06763171551297026,0.02770510880718186,9136.828939303077,9848.484848484848,1.0,11,0.06755260243632337,0.9324473975636767,9114.064230343301,0.08998819318026803,0.09673069625107994,-0.006742503070811909,3,True no-slot bottleneck
