org_code,sub_icb_name,region_name,risk_tier,specialty,referrals,bookings,appointment_slot_issues,positive_demand_gap,avg_monthly_absorption,absorption_volatility,avg_asi_rate,max_asi_rate,asi_persistence,active_months,booking_absorption_rate,absorption_weakness,asi_rate_per_10000,latest_3m_absorption,previous_3m_absorption,absorption_trend_3m,cluster_id,cluster_label,cluster_label_clean,sub_icb_specialty_label,region_latitude,region_longitude,dominant_archetype
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,2WW,19949,17918,301,2031,0.8981671262296297,0.0303304834670109,151.9847578432772,237.26448011165388,0.0,12,0.8981903854829816,0.1018096145170184,150.88475612812672,0.8767910653596743,0.8834781875500716,-0.0066871221903972,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | 2WW,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,Cardiology,2077,1817,725,269,0.871587756482424,0.1064666031980231,3469.0381312347604,4939.759036144578,1.0,8,0.8748194511314396,0.1251805488685604,3490.6114588348582,0.8974764810721186,0.8044653054081934,0.0930111756639252,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Cardiology,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,Children's & Adolescent Services,2600,2516,665,172,0.9674669687880808,0.1247902456090622,2563.5021071674832,2911.764705882353,1.0,6,0.9676923076923076,0.0323076923076922,2557.6923076923076,0.7933403561491787,0.8947054817841336,-0.1013651256349548,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Children's & Adolescent Services,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,Dermatology,4039,3026,59,1024,0.755584948872761,0.1873766338865229,148.79242395109478,249.22118380062304,0.0,12,0.7491953453825204,0.2508046546174796,146.07576132706114,0.7206081089115349,0.79210690316972,-0.071498794258185,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Dermatology,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,Diabetic Medicine,1089,571,131,518,0.5261000404506875,0.1039015038892889,1233.157635252056,1847.8260869565215,1.0,12,0.5243342516069789,0.4756657483930211,1202.9384756657485,0.5081263922118637,0.6150852636359883,-0.1069588714241245,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Diabetic Medicine,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,"Ear, Nose & Throat",7241,7312,85,1457,1.01625615683869,0.7062086976311996,116.07461354823327,217.0767004341534,0.0,12,1.0098052755144318,-0.0098052755144317,117.387101229112,0.9202169304016664,1.7879560299995008,-0.8677390995978344,1,Volatile access pattern,Volatile access pattern,"NHS North East and North Cumbria ICB - 00L | Ear, Nose & Throat",54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,Neurology,1395,1204,10,191,0.8676577199431224,0.0551433879314926,72.8386789491468,232.5581395348837,0.0,12,0.8630824372759857,0.1369175627240143,71.68458781362007,0.8734949217628482,0.8449096545158673,0.0285852672469808,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Neurology,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Monitor,Ophthalmology,8242,7377,88,935,0.9049143866158595,0.107771745543215,110.76792540942768,167.50418760469012,0.0,12,0.8950497452074739,0.104950254792526,106.77020140742538,0.8251375582040142,0.9970993037059956,-0.1719617455019813,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Ophthalmology,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Children's & Adolescent Services,3085,2234,878,851,0.7223650069217001,0.0586618545231957,2846.9786310064005,3067.4846625766872,1.0,6,0.7241491085899514,0.2758508914100486,2846.029173419773,0.7933403561491787,0.8947054817841336,-0.1013651256349548,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Children's & Adolescent Services,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,GI and Liver (Medicine and Surgery),5216,2510,3659,2706,0.4875524464328432,0.0808628919414819,7064.597326246615,8049.45054945055,1.0,12,0.4812116564417178,0.5187883435582822,7014.953987730061,0.4563215331910806,0.4909358670090909,-0.0346143338180102,3,True no-slot bottleneck,Persistent no-slot bottleneck,NHS North East and North Cumbria ICB - 00L | GI and Liver (Medicine and Surgery),54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Gynaecology,4026,2629,3661,1397,0.6580435170668298,0.1186525553452393,9181.398800688963,14038.929440389296,1.0,10,0.6530054644808743,0.3469945355191257,9093.392945851963,0.8703407750656517,0.6092371868449123,0.2611035882207393,3,True no-slot bottleneck,Persistent no-slot bottleneck,NHS North East and North Cumbria ICB - 00L | Gynaecology,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Orthopaedics,10993,498,210,10495,0.0453611441518526,0.0151083328435618,191.4048018909027,408.65384615384613,0.0,12,0.0453015555353406,0.9546984444646592,191.0306558719185,0.0434720368086789,0.0581055379291691,-0.0146335011204901,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00L | Orthopaedics,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Physiotherapy,4513,0,8,4513,0.0,0.0,18.570102135561743,222.84122562674096,0.0,12,0.0,1.0,17.726567693330377,0.0,0.0,0.0,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00L | Physiotherapy,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Respiratory Medicine,2667,1195,594,1472,0.4491489577370969,0.0457558708578713,2184.765886166843,3466.666666666667,1.0,11,0.448068991376078,0.551931008623922,2227.2215973003376,0.4748524261467209,0.4818107070799011,-0.0069582809331801,3,True no-slot bottleneck,Persistent no-slot bottleneck,NHS North East and North Cumbria ICB - 00L | Respiratory Medicine,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Rheumatology,1380,997,883,383,0.7187597916749168,0.1407503084766403,6360.035410853203,7525.773195876289,1.0,8,0.722463768115942,0.2775362318840579,6398.550724637682,1.0987532514342933,0.9300572237387524,0.1686960276955408,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Rheumatology,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Surgery - Vascular,1035,726,972,309,0.6940454806285227,0.1723331923230645,9384.793328295676,12323.232323232323,1.0,10,0.7014492753623188,0.2985507246376812,9391.304347826088,0.8381547619047618,0.9268710877429092,-0.0887163258381473,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00L | Surgery - Vascular,54.3,-1.3,Low-conversion non-ASI deficit
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Urology,3057,1485,3314,1572,0.4848658066615072,0.1377660344440765,10794.84428607751,20803.212851405624,1.0,12,0.4857703631010795,0.5142296368989205,10840.693490350017,0.4816713427042066,0.5908618631503693,-0.1091905204461626,3,True no-slot bottleneck,Persistent no-slot bottleneck,NHS North East and North Cumbria ICB - 00L | Urology,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,High Risk,Diagnostic Physiological Measurement,1043,0,403,1043,0.0,0.0,3882.8874290576614,4251.497005988024,1.0,7,0.0,1.0,3863.8542665388304,0.0,0.0076986177761371,-0.0076986177761371,3,True no-slot bottleneck,Persistent no-slot bottleneck,NHS North East and North Cumbria ICB - 00N | Diagnostic Physiological Measurement,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,2WW,9137,8601,554,553,0.9418570449566864,0.0570349491090846,610.8393468243053,1497.797356828194,0.5,12,0.941337419284229,0.058662580715771,606.325927547335,0.913911168114522,0.8992610325518077,0.0146501355627143,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | 2WW,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Cardiology,2053,1977,51,211,0.9703856577483302,0.222776602118747,245.2473357182645,1011.904761904762,0.1666666666666666,12,0.9629810034096444,0.0370189965903555,248.4169508037019,1.1204149459881945,0.8226018010062823,0.2978131449819121,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Cardiology,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Children's & Adolescent Services,3243,2603,129,657,0.8136768609897663,0.1315698776310639,406.3535952326883,719.4244604316547,0.25,12,0.8026518655565834,0.1973481344434166,397.7798334875115,0.8702337338019497,0.7735916179337231,0.0966421158682265,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Children's & Adolescent Services,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Dermatology,1797,1681,18,235,0.9406369654686304,0.2475179930537244,95.8547274217002,202.02020202020205,0.0,12,0.9354479688369504,0.0645520311630495,100.1669449081803,0.7620660642468912,0.9722763575222592,-0.210210293275368,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Dermatology,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,"Ear, Nose & Throat",2305,2242,8,175,0.9866725754309674,0.1764615714020764,32.16511283837225,99.009900990099,0.0,12,0.9726681127982646,0.0273318872017354,34.70715835140998,1.0882485266119026,0.9259933350422968,0.1622551915696058,1,Volatile access pattern,Volatile access pattern,"NHS North East and North Cumbria ICB - 00N | Ear, Nose & Throat",54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,GI and Liver (Medicine and Surgery),2558,2395,88,184,0.936192269172774,0.0825957183577823,348.34814180543816,613.2075471698113,0.0833333333333333,12,0.936278342455043,0.0637216575449569,344.0187646598905,1.0028053971400095,0.9338083980637172,0.0689969990762923,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | GI and Liver (Medicine and Surgery),54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Gynaecology,2299,1990,170,361,0.8672573493733869,0.1493697816230134,734.3896369843569,1343.2835820895525,0.5833333333333334,12,0.8655937364071336,0.1344062635928664,739.4519356241843,0.9731736661683268,0.8590744846842407,0.114099181484086,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Gynaecology,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Ophthalmology,2954,2681,12,273,0.9095432869843244,0.0573206243043475,40.40398121600757,147.05882352941177,0.0,12,0.9075829383886256,0.0924170616113744,40.62288422477996,0.9329665787233524,0.9177467597208376,0.0152198190025149,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Ophthalmology,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Orthopaedics,2028,2420,71,73,1.1772836674340914,0.3482569789069199,346.93917073609026,919.5402298850574,0.0833333333333333,12,1.193293885601578,-0.193293885601578,350.09861932938855,1.3176911874280297,1.0327532628534988,0.2849379245745307,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Orthopaedics,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Respiratory Medicine,1052,897,141,211,0.84478362412827,0.2556263460684583,1316.8096686445028,2121.2121212121215,0.9090909090909092,11,0.8526615969581749,0.1473384030418251,1340.3041825095058,0.950223792036928,0.5489611819815262,0.4012626100554017,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Respiratory Medicine,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Urology,1954,1128,39,826,0.5844217260711589,0.0570685064130042,194.11865007601557,378.7878787878788,0.0,12,0.5772773797338793,0.4227226202661207,199.59058341862848,0.5651765551431103,0.5727726337448559,-0.0075960786017456,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00N | Urology,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Review,Dietetics,1592,0,2,1592,0.0,0.0,15.05901505901506,95.23809523809524,0.0,12,0.0,1.0,12.56281407035176,0.0,0.0,0.0,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00N | Dietetics,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Review,Physiotherapy,8079,0,0,8079,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00N | Physiotherapy,54.3,-1.3,Low-conversion non-ASI deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Review,Podiatry,1214,103,396,1111,0.0865715761901813,0.0397140080698477,3278.050940318021,4444.444444444444,1.0,12,0.0848434925864909,0.9151565074135092,3261.943986820428,0.0705592130861776,0.1051494844598293,-0.0345902713736516,3,True no-slot bottleneck,Persistent no-slot bottleneck,NHS North East and North Cumbria ICB - 00N | Podiatry,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,2WW,15263,14410,613,853,0.944691759369356,0.029518092129344,388.872245003416,1078.6802030456854,0.1818181818181818,11,0.9441132149642928,0.0558867850357073,401.6248443949421,0.9150161470060576,0.9049870149916718,0.0100291320143858,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | 2WW,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Cardiology,3728,3505,134,316,0.9447158190924916,0.1190997836123244,355.44158678637376,1208.4592145015106,0.25,12,0.9401824034334764,0.0598175965665236,359.4420600858369,1.0082892202945413,0.8841418327185725,0.1241473875759687,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Cardiology,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Children's & Adolescent Services,5014,4186,145,857,0.8387993973238793,0.1226992575799936,292.0880915017126,465.1162790697674,0.0,12,0.8348623853211009,0.1651376146788991,289.1902672516953,0.9342564987096236,0.8113826464360502,0.1228738522735735,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Children's & Adolescent Services,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,"Ear, Nose & Throat",4669,4467,63,471,0.9694642686853772,0.1902354130904037,137.15723576002912,295.85798816568047,0.0,12,0.956735917755408,0.0432640822445919,134.93253373313345,1.106552613417602,0.949610231720938,0.156942381696664,1,Volatile access pattern,Volatile access pattern,"NHS North East and North Cumbria ICB - 00P | Ear, Nose & Throat",54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Endocrinology and Metabolic Medicine,1008,912,16,109,0.9154069332329828,0.1028916789922564,162.51515679292646,392.156862745098,0.0,12,0.9047619047619048,0.0952380952380952,158.7301587301587,0.8608584377499334,0.9117508078775683,-0.050892370127635,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Endocrinology and Metabolic Medicine,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,GI and Liver (Medicine and Surgery),4538,4061,174,505,0.8955284462486769,0.0801742192871017,376.29292362863026,523.9179954441913,0.0833333333333333,12,0.8948876156897312,0.1051123843102688,383.42882327016304,0.9816769274331664,0.8970627600897619,0.0846141673434045,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | GI and Liver (Medicine and Surgery),54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Gynaecology,3837,3383,214,479,0.8820105800659532,0.0982406484279087,569.0920999938079,1330.7984790874525,0.5833333333333334,12,0.8816783945790982,0.1183216054209017,557.7273911910346,0.9588135897346396,0.8706621384105214,0.0881514513241181,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Gynaecology,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Neurology,1669,1590,11,190,0.96317371460553,0.2182792822108787,69.62319425244488,209.7902097902098,0.0,12,0.9526662672258838,0.0473337327741162,65.9077291791492,1.0786143554791794,1.0523775161156017,0.0262368393635779,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Neurology,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Ophthalmology,5304,4855,10,449,0.9166183099244276,0.0445486758516664,20.07725407199393,88.49557522123894,0.0,12,0.9153469079939668,0.0846530920060332,18.85369532428356,0.9318067561732192,0.927581840990209,0.00422491518301,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Ophthalmology,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Orthopaedics,1587,1519,102,80,0.962263176929859,0.0802754246372485,647.1465772885293,1176.470588235294,0.6666666666666666,12,0.957151858853182,0.0428481411468179,642.7221172022685,0.9481566820276498,0.9261711089132346,0.0219855731144151,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Orthopaedics,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Physiotherapy,24656,24320,41,739,0.9878769136317764,0.0618083315464704,16.74682361593178,39.463299131807425,0.0,12,0.9863724853990916,0.0136275146009084,16.62881245944192,1.0050099116019615,0.9866271873158036,0.0183827242861579,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Physiotherapy,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Podiatry,4759,3038,47,1721,0.6365705582184162,0.1509008104706037,94.66706044351888,284.2377260981912,0.0,12,0.6383694053372557,0.3616305946627443,98.76024374868668,0.8169697603535552,0.5919811425882008,0.2249886177653544,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00P | Podiatry,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Respiratory Medicine,1886,1889,17,204,0.9983971345110773,0.3617153547640958,95.35621860966276,198.67549668874173,0.0,12,1.001590668080594,-0.0015906680805939,90.13785790031814,1.266280128469373,0.6532428070147146,0.6130373214546584,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Respiratory Medicine,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Rheumatology,1316,1253,30,110,0.9623818052294804,0.1689284574215598,234.00170071925712,425.531914893617,0.0,12,0.952127659574468,0.0478723404255319,227.96352583586625,0.915066671524337,0.923906359189378,-0.008839687665041,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Rheumatology,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Surgery - Not Otherwise Specified,1420,1316,20,143,0.93432530107666,0.1593218297197245,139.98578160713558,247.93388429752068,0.0,12,0.9267605633802816,0.0732394366197183,140.8450704225352,1.0399174710178234,0.8457842977007738,0.1941331733170496,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Surgery - Not Otherwise Specified,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Surgery - Vascular,1115,1100,50,52,0.9946146268710288,0.1188078886223293,431.75198352260514,927.8350515463918,0.3333333333333333,12,0.9865470852017936,0.0134529147982063,448.4304932735426,1.0351535760592077,0.9696130903260792,0.0655404857331283,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Surgery - Vascular,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Urology,3066,2108,50,958,0.6926407321552782,0.1040817433907448,169.97562062417387,352.94117647058823,0.0,12,0.6875407697325505,0.3124592302674495,163.07893020221786,0.73372950934318,0.60003885003885,0.13369065930433,1,Volatile access pattern,Volatile access pattern,NHS North East and North Cumbria ICB - 00P | Urology,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Review,Dermatology,6570,803,151,5767,0.1221560638775025,0.0278470123284739,233.30908947785156,458.01526717557255,0.0,12,0.1222222222222222,0.8777777777777778,229.83257229832577,0.1314015835532712,0.1300137387913909,0.0013878447618803,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00P | Dermatology,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Review,Diagnostic Physiological Measurement,1474,310,37,1164,0.2096795571804891,0.0417863186673355,257.0086939342598,359.2814371257485,0.0,9,0.2103120759837177,0.7896879240162822,251.01763907734056,0.1711144370062356,0.2084925967400771,-0.0373781597338415,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00P | Diagnostic Physiological Measurement,54.3,-1.3,Low-conversion non-ASI deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Review,Dietetics,2278,0,9,2278,0.0,0.0,44.05847221161571,212.7659574468085,0.0,12,0.0,1.0,39.50834064969271,0.0,0.0,0.0,0,High-volume conversion deficit,Low-conversion non-ASI deficit,NHS North East and North Cumbria ICB - 00P | Dietetics,54.3,-1.3,Low-conversion non-ASI deficit
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Monitor,2WW,8558,7379,633,1179,0.8611856541168356,0.0279099016422799,744.585185169737,1095.679012345679,0.9166666666666666,12,0.8622341668614162,0.1377658331385838,739.6587987847628,0.8513838612054879,0.8501710422168713,0.0012128189886165,1,Volatile access pattern,Volatile access pattern,NHS Lancashire and South Cumbria ICB - 00Q | 2WW,53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Monitor,Dermatology,2849,3400,892,64,1.1929884767732415,0.3037911990307598,3204.0258818688258,4638.783269961978,1.0,9,1.1934011934011934,-0.1934011934011934,3130.9231309231313,0.7882666466180487,1.0640615642122055,-0.2757949175941568,1,Volatile access pattern,Volatile access pattern,NHS Lancashire and South Cumbria ICB - 00Q | Dermatology,53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Monitor,"Ear, Nose & Throat",2683,2209,139,498,0.8341279443004499,0.1385105855842487,512.9754048848862,1980.1980198019803,0.25,12,0.8233320909429743,0.1766679090570256,518.0767797241894,0.8820175146530965,0.8860766186289616,-0.004059103975865,1,Volatile access pattern,Volatile access pattern,"NHS Lancashire and South Cumbria ICB - 00Q | Ear, Nose & Throat",53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Cardiology,1576,1069,1869,507,0.6918965434358042,0.2282013810230108,12163.4241523941,16470.588235294115,1.0,9,0.6782994923857868,0.3217005076142132,11859.137055837564,0.8183611119681663,0.9413760610453572,-0.1230149490771908,1,Volatile access pattern,Volatile access pattern,NHS Lancashire and South Cumbria ICB - 00Q | Cardiology,53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Children's & Adolescent Services,3482,2246,1891,1236,0.6514883739237164,0.1396855822598605,5463.772714730483,7740.863787375415,1.0,11,0.6450315910396324,0.3549684089603676,5430.786904078116,0.7006650689500055,0.79283883238237,-0.0921737634323645,1,Volatile access pattern,Volatile access pattern,NHS Lancashire and South Cumbria ICB - 00Q | Children's & Adolescent Services,53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,GI and Liver (Medicine and Surgery),2480,1629,1757,851,0.6591988788539694,0.086991213169683,7055.160307728019,11250.0,1.0,12,0.6568548387096774,0.3431451612903226,7084.677419354839,0.6806490654902229,0.6787077721811405,0.0019412933090823,1,Volatile access pattern,Volatile access pattern,NHS Lancashire and South Cumbria ICB - 00Q | GI and Liver (Medicine and Surgery),53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Gynaecology,2581,1969,3716,612,0.7634758044741713,0.1587314281562572,14641.552277739378,28680.851063829785,1.0,10,0.7628826036419992,0.2371173963580007,14397.52034095312,0.8081647388822387,0.9099529426191189,-0.1017882037368801,1,Volatile access pattern,Volatile access pattern,NHS Lancashire and South Cumbria ICB - 00Q | Gynaecology,53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Orthopaedics,12265,3350,1980,8915,0.2745334405455078,0.044904942656213,1613.2021895695436,1969.568892645816,1.0,12,0.2731349368120668,0.7268650631879332,1614.349775784753,0.2561192751654945,0.2806069140075471,-0.0244876388420525,2,Emerging deterioration,High-volume persistent bottleneck,NHS Lancashire and South Cumbria ICB - 00Q | Orthopaedics,53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Rheumatology,1225,461,697,764,0.3904567489140088,0.1999834777362385,5853.546769983607,7605.633802816901,1.0,11,0.3763265306122449,0.623673469387755,5689.795918367347,0.3360843370618087,0.5168192638911744,-0.1807349268293657,1,Volatile access pattern,Volatile access pattern,NHS Lancashire and South Cumbria ICB - 00Q | Rheumatology,53.6,-2.6,High-volume persistent bottleneck
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Surgery - Not Otherwise Specified,2021,684,723,1337,0.342863235783007,0.0943486099304612,3543.8124389194486,6460.1769911504425,1.0,11,0.3384463137060861,0.661553686293914,3577.436912419594,0.3990573027569839,0.3228183717753247,0.0762389309816591,3,True no-slot bottleneck,Persistent no-slot bottleneck,NHS Lancashire and South Cumbria ICB - 00Q | Surgery - Not Otherwise Specified,53.6,-2.6,High-volume persistent bottleneck
